['4', '0', 8, 9, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [7, 0, 0, 5, 0, 1, 2, 4, 2, 1, 0, 0, 0, 1, 0, 1, 0, 3, 0, 0, 0, 2, 3, 0, 0, 3, 1, 0, 0, 1, 1, 3, 3, 0, 0, 6, 0, 0, 2, 1, 3, 1, 1, 3, 0, 2, 0, 3, 0, 0, 5, 0, 0, 0, 3, 2, 2, 5, 1, 6]]
['4', '1', 14, 14, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 3, 0, 0, 2, 10, 0, 7, 0, 0, 3, 0, 0, 1, 0, 8, 0, 3, 1, 7, 1, 0, 7, 0, 3, 1, 9, 3, 0, 0, 0, 0, 0, 0, 7, 2, 0, 0, 7, 0, 0, 1, 3, 2, 3, 0, 3, 0, 0, 0, 8, 4, 6, 10, 3, 3, 0, 0, 0]]
['4', '9', 14, 12, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 5, 2, 0, 0, 0, 3, 0, 0, 5, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 5, 2, 0, 5, 0, 0, 0, 0, 2, 0, 0, 1, 2, 0, 1, 7, 0, 3, 0]]
['4', '7', 29, 27, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [3, 3, 3, 0, 0, 7, 0, 3, 0, 0, 0, 0, 0, 0, 0, 2, 0, 7, 0, 0, 3, 0, 1, 0, 3, 2, 6, 1, 0, 1, 3, 0, 10, 2, 7, 0, 1, 0, 0, 6, 2, 8, 0, 0, 3, 2, 2, 2, 0, 5, 6, 8, 3, 0, 1, 2, 7, 0, 1, 0]]
['14', '4', 41, 42, [3, 3, 3, 0, 0, 7, 0, 3, 0, 0, 0, 0, 0, 0, 0, 2, 0, 7, 0, 0, 3, 0, 1, 0, 3, 2, 6, 1, 0, 1, 3, 0, 10, 2, 7, 0, 1, 0, 0, 6, 2, 8, 0, 0, 3, 2, 2, 2, 0, 5, 6, 8, 3, 0, 1, 2, 7, 0, 1, 0], [3, 0, 0, 0, 8, 8, 0, 2, 6, 0, 2, 3, 0, 0, 2, 0, 0, 5, 0, 0, 4, 3, 3, 0, 6, 5, 8, 0, 1, 1, 3, 0, 4, 5, 7, 0, 4, 3, 0, 0, 9, 0, 1, 0, 1, 2, 0, 0, 0, 4, 4, 9, 2, 0, 1, 5, 10, 0, 0, 3]]
['10', '14', 47, 45, [3, 0, 0, 0, 8, 8, 0, 2, 6, 0, 2, 3, 0, 0, 2, 0, 0, 5, 0, 0, 4, 3, 3, 0, 6, 5, 8, 0, 1, 1, 3, 0, 4, 5, 7, 0, 4, 3, 0, 0, 9, 0, 1, 0, 1, 2, 0, 0, 0, 4, 4, 9, 2, 0, 1, 5, 10, 0, 0, 3], [9, 1, 0, 0, 8, 5, 3, 1, 8, 2, 2, 0, 0, 4, 5, 3, 2, 7, 0, 2, 5, 6, 3, 0, 1, 5, 6, 0, 0, 2, 1, 3, 6, 5, 7, 0, 6, 2, 0, 6, 10, 3, 4, 0, 0, 4, 3, 2, 0, 1, 5, 0, 5, 1, 8, 3, 2, 0, 3, 3]]
['8', '10', 53, 52, [9, 1, 0, 0, 8, 5, 3, 1, 8, 2, 2, 0, 0, 4, 5, 3, 2, 7, 0, 2, 5, 6, 3, 0, 1, 5, 6, 0, 0, 2, 1, 3, 6, 5, 7, 0, 6, 2, 0, 6, 10, 3, 4, 0, 0, 4, 3, 2, 0, 1, 5, 0, 5, 1, 8, 3, 2, 0, 3, 3], [10, 2, 0, 0, 10, 5, 6, 7, 5, 1, 3, 0, 3, 5, 7, 5, 5, 2, 0, 8, 5, 6, 9, 0, 1, 6, 6, 0, 2, 0, 3, 6, 9, 4, 5, 0, 6, 0, 0, 0, 10, 3, 4, 0, 0, 3, 6, 4, 0, 4, 5, 0, 8, 2, 8, 3, 2, 2, 4, 2]]
['9', '8', 59, 60, [10, 2, 0, 0, 10, 5, 6, 7, 5, 1, 3, 0, 3, 5, 7, 5, 5, 2, 0, 8, 5, 6, 9, 0, 1, 6, 6, 0, 2, 0, 3, 6, 9, 4, 5, 0, 6, 0, 0, 0, 10, 3, 4, 0, 0, 3, 6, 4, 0, 4, 5, 0, 8, 2, 8, 3, 2, 2, 4, 2], [9, 2, 2, 0, 8, 7, 7, 0, 0, 1, 1, 2, 1, 8, 7, 4, 2, 1, 2, 9, 4, 9, 10, 1, 0, 8, 8, 0, 0, 0, 10, 1, 7, 3, 3, 5, 8, 0, 0, 0, 10, 9, 4, 3, 3, 4, 9, 9, 0, 7, 4, 0, 9, 0, 10, 3, 2, 1, 1, 2]]
['12', '9', 62, 63, [9, 2, 2, 0, 8, 7, 7, 0, 0, 1, 1, 2, 1, 8, 7, 4, 2, 1, 2, 9, 4, 9, 10, 1, 0, 8, 8, 0, 0, 0, 10, 1, 7, 3, 3, 5, 8, 0, 0, 0, 10, 9, 4, 3, 3, 4, 9, 9, 0, 7, 4, 0, 9, 0, 10, 3, 2, 1, 1, 2], [10, 4, 0, 1, 9, 6, 9, 3, 0, 7, 1, 0, 3, 6, 4, 4, 2, 1, 4, 0, 6, 7, 6, 0, 3, 9, 0, 0, 3, 8, 10, 2, 10, 4, 4, 3, 10, 0, 0, 0, 10, 9, 6, 5, 0, 6, 10, 6, 3, 7, 7, 0, 5, 0, 10, 3, 0, 0, 0, 9]]
['13', '12', 65, 66, [10, 4, 0, 1, 9, 6, 9, 3, 0, 7, 1, 0, 3, 6, 4, 4, 2, 1, 4, 0, 6, 7, 6, 0, 3, 9, 0, 0, 3, 8, 10, 2, 10, 4, 4, 3, 10, 0, 0, 0, 10, 9, 6, 5, 0, 6, 10, 6, 3, 7, 7, 0, 5, 0, 10, 3, 0, 0, 0, 9], [10, 4, 2, 0, 2, 6, 8, 2, 0, 4, 1, 0, 6, 5, 2, 2, 5, 1, 7, 0, 6, 8, 2, 0, 1, 1, 0, 1, 1, 8, 10, 7, 9, 8, 3, 4, 10, 3, 2, 0, 7, 6, 3, 5, 0, 9, 3, 3, 0, 9, 4, 1, 4, 3, 8, 7, 0, 0, 0, 9]]
